product_name,category,brand,price,discount_percentage,rating,review_count,optimal_price
HP 255 G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapt...,Laptop,Hp,29780.0,30.74257540873044,3.8,4.0,27730
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2213AU Thin and Light...,Laptop,Hp,32190.0,37.79710144927536,4.0,567.0,30580
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light La...,Laptop,Hp,34490.0,32.72344243748293,4.2,6624.0,32770
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Laptop,Hp,68990.0,20.939240448305103,4.2,117.0,65540
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,Laptop,Hp,35990.0,53.2536693077023,4.0,62.0,34190
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 10 Home) 15s- EQ2042AU Thin and Light La...,Laptop,Hp,31990.0,28.8953100689042,4.3,352.0,31000
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Ligh...,Laptop,Hp,62990.0,31.594322513384665,4.4,279.0,61040
"HP 255 G10 AMD Ryzen 3 Octa Core 13th Gen AMD Ryzen™ 3 7320U (up to 4.1 GHz, 4 cores, 8 threads) - (8 ...",Laptop,Hp,29779.0,29.09593085549656,3.8,172.0,27720
HP Intel Pentium Quad Core N6000 - (8 GB/256 GB SSD/Windows 10 Home) 14s- DQ3018TU Thin and Light Lapt...,Laptop,Hp,27999.0,18.843478260869563,4.2,2068.0,26600
HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,Laptop,Hp,33490.0,34.32045499117474,4.2,215.0,31820
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1580AU Thin and Light La...,Laptop,Hp,32990.0,17.514689336167024,4.2,4989.0,31340
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,Laptop,Hp,42990.0,24.35466558744347,4.0,176.0,40840
HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light L...,Laptop,Hp,21790.0,20.31449990857561,4.0,1888.0,20700
HP 15 (2025) Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Lapto...,Laptop,Hp,24880.0,44.69882196043565,4.0,5.0,23640
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,Laptop,Hp,31990.0,21.9565747743352,4.1,709.0,30390
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU / FD0063TU Thin a...,Laptop,Hp,35990.0,29.61630226463801,4.2,7715.0,34190
HP 15 (2025) Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 15 Thin and Light Lapto...,Laptop,Hp,22700.0,44.620639180287874,3.7,3.0,21130
HP 15 G9 (2025) AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15 G9 Thin and Light L...,Laptop,Hp,27290.0,41.92381357735688,4.0,3.0,25930
HP AMD Athlon Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 255 Laptop,Laptop,Hp,24999.0,50.64168377823408,4.1,1141.0,23750
HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,Laptop,Hp,35999.0,28.000560011200225,4.0,285.0,34200
HP 15s Intel Pentium Gold 6405U - (4 GB/1 TB HDD/Windows 10 Home) 15s-du1052TU Thin and Light Laptop,Laptop,Hp,26999.0,10.000333344444815,3.8,2947.0,25140
HP AMD Ryzen 5 Quad Core 7th Gen - (8 GB/512 GB SSD/Windows 11 Pro) 245 G10 Laptop,Laptop,Hp,30990.0,40.39238315060589,0.0,0.0,28850
HP 14q Intel Core i3 7th Gen 7020U - (4 GB/1 TB HDD/Windows 10 Home) 14q-CS0005TU Thin and Light Lapto...,Laptop,Hp,34456.0,9.323929577094134,4.1,12237.0,32730
HP 250 G9 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 7M657PA Thin and Light Lapt...,Laptop,Hp,33490.0,33.00660132026405,4.1,84.0,31820
HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Lap...,Laptop,Hp,26400.0,42.59621656881931,4.2,4989.0,25080
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,Laptop,Hp,31200.0,34.0715070577297,4.2,2770.0,29640
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Laptop,Hp,44990.0,35.787280200959124,4.2,8029.0,42740
HP 255 G10 AMD Ryzen 5 Quad Core 7520U UPTO 4.3Ghz - (8 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin an...,Laptop,Hp,30990.0,40.40270005192407,3.8,111.0,28850
HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2...,Laptop,Hp,66990.0,27.17686705076639,4.3,82.0,64910
HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2056AU Thin and...,Laptop,Hp,69999.0,12.843339890928108,4.2,347.0,66500
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Lapt...,Laptop,Hp,29890.0,25.25631407851964,4.1,1628.0,28400
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Laptop,Hp,66999.0,23.863907544403915,4.3,1576.0,64920
HP 240 G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Home) 240 G9 Laptop,Laptop,Hp,39990.0,32.219190155765354,4.0,226.0,37990
HP 240 G8 Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/Windows 11 Home) G8 240 Thin and Light Laptop,Laptop,Hp,30990.0,28.422949002217297,3.9,610.0,28850
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,Laptop,Hp,43990.0,26.67111185197533,4.3,3931.0,42630
HP 15s AMD Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0008AU Thin and ...,Laptop,Hp,31590.0,25.621585986061408,4.3,856.0,30610
HP 14R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light La...,Laptop,Hp,33490.0,56.50084426548902,4.8,4.0,32450
HP AMD Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1559AU Thin and Light Laptop,Laptop,Hp,26390.0,39.33333333333333,4.0,1671.0,25070
HP 245G9 Silver AMD Ryzen 3 Dual Core 3rd Gen AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 24...,Laptop,Hp,31990.0,28.8953100689042,4.1,149.0,30390
HP 15 (2025) Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,Laptop,Hp,22990.0,43.9131495486704,2.3,4.0,21400
HP 14R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14R G9 Thin and Light L...,Laptop,Hp,33490.0,56.50084426548902,4.0,3.0,31820
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop,Laptop,Hp,31990.0,30.441400304414003,4.3,4554.0,31000
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,Laptop,Hp,24990.0,44.45432318292954,0.0,0.0,23270
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,Laptop,Hp,24990.0,44.45432318292954,0.0,0.0,23270
HP 250 G9 Intel Celeron Dual Core 4500u - (8 GB/256 GB SSD/Windows 11 Home) 250G9 Laptop,Laptop,Hp,22790.0,32.95086790232421,0.0,0.0,21220
HP AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14-hr0001AU Thin and Light Laptop,Laptop,Hp,48990.0,12.1271367329734,4.1,30.0,46540
HP 250 G8 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Business Laptop,Laptop,Hp,36990.0,15.912707433507617,4.2,1049.0,35140
HP 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) fd0468TU / fd0515TU Thin and L...,Laptop,Hp,70990.0,8.989513089407964,4.2,41.0,67440
HP 250 G9 Intel Celeron Dual Core 12th Gen 4500u - (8 GB/256 GB SSD/DOS) 8Y2Y9PA Laptop,Laptop,Hp,23747.0,29.513208667260315,3.6,193.0,22110
HP Pavilion Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3079TU Thin and Lig...,Laptop,Hp,60990.0,27.3919927618186,4.3,1576.0,59100
HP Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq3141TU Thin and Light Lapto...,Laptop,Hp,25990.0,18.61084144928444,0.0,0.0,24200
HP G9 SERIES AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 11 Home) 255 Thin and Light Laptop,Laptop,Hp,23990.0,46.677039342076014,4.1,91.0,22790
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,Laptop,Hp,110990.0,20.37391759751487,4.4,72.0,107550
HP AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s- eq1561AU Thin and Light Laptop,Laptop,Hp,28990.0,31.772181689809365,3.8,71.0,26990
HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,Laptop,Hp,67990.0,23.911097184296523,4.4,279.0,65880
HP 15s AMD Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0500AU Thin and Light Lap...,Laptop,Hp,46999.0,10.605801236329054,4.4,974.0,45540
HP MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) fd0467TU / fd0576TU Thin...,Laptop,Hp,53990.0,17.43007019743986,4.2,111.0,51290
HP Laptop 15s Intel Celeron Dual Core Intel Celeron N4500 - (8 GB/512 GB SSD/Windows 11 Home) fq3071TU...,Laptop,Hp,30990.0,8.8261253309797,3.8,165.0,28850
HP 15s Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-dy3501TU Thin and Light L...,Laptop,Hp,39599.0,28.000509100165456,4.3,805.0,38370
HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2606tu Thin and Light Laptop,Laptop,Hp,36990.0,26.01852037040741,4.2,778.0,35140
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,Laptop,Hp,34990.0,53.34044539271903,4.1,125.0,33240
HP 841w6pa 255 g9 AMD Ryzen 3 Dual Core AMD Ryzen™ 3 processor 3250U - (8 GB/512 GB SSD/DOS) 255 G8 La...,Laptop,Hp,29990.0,26.009079246027827,4.1,81.0,28490
HP Intel Pentium Quad Core N6000 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq3073TU Thin and Light Lapto...,Laptop,Hp,30499.0,17.49222237251454,3.9,17.0,28390
HP Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fq5331TU Thin and Light Laptop,Laptop,Hp,48985.0,28.198701317737417,4.2,74.0,46540
HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L...,Laptop,Hp,35470.0,26.74363369751544,4.2,5.0,33700
HP Victus AI 39 TOPS AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,Laptop,Hp,99990.0,16.675,4.3,59.0,96890
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,Laptop,Hp,36990.0,27.24662195385796,4.2,542.0,35140
HP Pavilion 15 (2024) AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh3036AU Thin...,Laptop,Hp,52990.0,10.1712154602475,3.9,69.0,49330
HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,Laptop,Hp,51999.0,,4.2,872.0,49400
HP Pavilion AI PC Intel Core Ultra 7 155U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0028TU Thin and Li...,Laptop,Hp,72990.0,29.8496847608796,4.1,17.0,69340
HP Laptop with Backlit Keyboard Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2512t...,Laptop,Hp,38699.0,25.57741495028751,4.2,368.0,36760
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light Lap...,Laptop,Hp,47890.0,12.768670309653915,4.2,542.0,45500
HP 14s Backlit Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2649tu Thin and...,Laptop,Hp,40990.0,25.459174395344608,4.3,296.0,39720
HP Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop,Laptop,Hp,33999.0,14.99187398424803,4.3,250.0,32950
HP Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FR2515TU Laptop,Laptop,Hp,35990.0,20.020444898775526,4.3,43.0,34870
HP HP OmniBook 7 Aero (Previously Pavilion Aero) AMD Ryzen AI 7 Octa Core AI 7 350 - (16 GB/512 GB SSD...,Laptop,Hp,88990.0,16.290401474959552,3.7,13.0,82850
HP Pavilion Eyesafe AMD Ryzen 5 Dual Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14-EC1019AU Thin ...,Laptop,Hp,62899.0,8.951551032815598,4.5,1946.0,60950
HP AMD Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) 14s-fq0568AU Thin and Light Laptop,Laptop,Hp,27990.0,22.50401461874965,4.1,4265.0,26590
HP 14s AMD Ryzen 3 Quad Core 4300U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0016AU Thin and Light Lap...,Laptop,Hp,36990.0,17.781729273171816,4.3,1765.0,35840
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,Laptop,Hp,49300.0,30.07290573317069,4.2,441.0,46840
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,Laptop,Hp,49850.0,23.761603988560417,4.2,441.0,47360
HP Laptop with Backlit Keyboard Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq2510...,Laptop,Hp,52900.0,14.605798411570994,4.3,97.0,51260
HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,Laptop,Hp,116990.0,19.94333967454528,4.1,12.0,111140
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s-EQ2084AU Laptop,Laptop,Hp,49999.0,24.232459463555085,4.1,41.0,47500
HP Intel Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) 14s- DY2501TU Thin and Ligh...,Laptop,Hp,37990.0,17.41124807061023,4.4,6114.0,36810
HP 14s AMD Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fr0012AU Thin and Light Lap...,Laptop,Hp,45990.0,11.54068090017311,4.5,198.0,44560
HP FQ Series Intel Core i3 12th Gen 1215U - (8 GB/1 TB SSD/Windows 11 Home) 15s-FQ5328TU Thin and Ligh...,Laptop,Hp,41990.0,19.234468166955185,3.9,179.0,39090
HP G8 Series Intel Core i5 11th Gen Intel® Core™ i5-1135G - (8 GB/512 GB SSD/Windows 11 Home) 240 G8 B...,Laptop,Hp,48990.0,24.629609686302867,3.9,129.0,45610
HP G10 AMD Ryzen 5 Hexa Core 7th Gen 7530U Turbo Boost - (8 GB/512 GB SSD/Windows 11 Pro) 245 G10 R5 B...,Laptop,Hp,31990.0,33.34027922483851,3.0,11.0,29780
HP 15s Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2511TU Thin and Light L...,Laptop,Hp,36090.0,30.594819131137136,4.3,13891.0,34970
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Laptop,Hp,53650.0,13.083627644752616,4.3,171.0,51990
HP Envy x360 Creator OLED Eyesafe Evo Intel Core i5 12th Gen 1230U - (16 GB/512 GB SSD/Windows 11 Home...,Laptop,Hp,89999.0,18.919819819819818,4.3,148.0,87210
HP 15s Intel Core i5 12th Gen 1240P - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq5010TU Thin and Light L...,Laptop,Hp,51000.0,28.169014084507044,4.1,256.0,48450
HP 14s AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1030AU Thin and Light Lap...,Laptop,Hp,40990.0,27.01470745343827,4.4,865.0,39720
HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15s-fy5010TU Thin and Light...,Laptop,Hp,35599.0,23.78556595088741,4.2,6624.0,33820
HP Pavilion Intel Core i5 13th Gen 1340p - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3027TU Thin and Lig...,Laptop,Hp,62990.0,25.002976544826765,4.5,3.0,61040
HP Pavilion x360 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin an...,Laptop,Hp,77990.0,8.236263089775267,4.4,266.0,75570
HP 14 G8 (2025) Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) 14 G8 Thin and Ligh...,Laptop,Hp,30490.0,44.55355519185306,0.0,0.0,28390
HP HP OmniBook X Flip (Previously Envy) Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home/8 ...,Laptop,Hp,107990.0,14.185360891919167,0.0,0.0,100540
HP Pavilion Aero AMD Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0190AU Thin and...,Laptop,Hp,64990.0,27.780864540504503,4.5,243.0,62980
HP Pavilion Plus Laptop 14 Enhanced by AI With Backlit Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Win...,Laptop,Hp,71990.0,28.785525625933584,0.0,0.0,67020
HP 15 G9 (2025) AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Pro) 15 G9 Thin and Light L...,Laptop,Hp,46990.0,41.98049141869367,3.9,49.0,43750
HP FC0026AU AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light...,Laptop,Hp,31990.0,33.34027922483851,4.0,223.0,30390
HP Pavilion Aero AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2057AU Thin and...,Laptop,Hp,67990.0,16.06069210730997,4.2,347.0,64590
HP Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0220TU Thin and Light Laptop,Laptop,Hp,53880.0,23.576636123797908,4.1,24.0,51190
HP Envy x360 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0019AU Laptop,Laptop,Hp,89990.0,9.104682639085288,4.0,4.0,85490
HP 15s Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5190tu Thin and Light L...,Laptop,Hp,61400.0,18.132241763223508,4.2,12.0,58330
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-ew0116TU Thin an...,Laptop,Hp,67990.0,26.884611248521345,4.3,117.0,65880
HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,Laptop,Hp,58990.0,19.740404631355528,4.0,636.0,56040
